Title,Author,Rating,User_id,isbn,num_ratings,avg_rating,num_pages,review,date_started,date_read,date_added,format,date_pub_edition
"Addiction
        (The Hunted, #2)","Smoak, Ivy*",Invalid rating,117995654,,"27,498",4.17,479pp,None,"Oct 22, 2020","Oct 23, 2020","Oct 22, 2020",Kindle Edition,Sep 2020
"My Big Fat Fake Honeymoon
        (Big, Fat, Fake #3)","Landish, Lauren*",5,117995654,,"4,077",4.24,390pp,"Abi and Lorenzo are AMAZING! Bad boy biker chef meets sassy floral designer and sparks fly! This book has everything: a fake friend, bitchy boss, scorAbi and Lorenzo are AMAZING! Bad boy biker chef meets sassy floral designer and sparks fly! This book has everything: a fake friend, bitchy boss, scorching hot...more",not set,not set,"Oct 21, 2020",ebook,"Oct 25, 2020"
My Big Fat Fake Engagement,"Landish, Lauren*",Invalid rating,117995654,,"6,432",4.16,423pp,None,not set,not set,"Oct 21, 2020",Kindle Edition,"May 27, 2020"
"Temptation
        (The Hunted, #1)","Smoak, Ivy*",Invalid rating,117995654,,"47,750",3.84,381pp,None,"Oct 21, 2020","Oct 22, 2020","Oct 21, 2020",Kindle Edition,Sep 2020
"The Locker Room
        (The Brentwood Boys, #1)","Quinn, Meghan*",Invalid rating,117995654,,"28,420",4.06,340pp,None,"Oct 18, 2020","Oct 19, 2020","Oct 18, 2020",Kindle Edition,"Jun 20, 2019"
"Sweet Temptations
        (Bedding the Billionaire #2)","Lee, Laura*",Invalid rating,117995654,139334738X,"1,069",3.87,94pp,None,"Oct 18, 2020","Oct 18, 2020","Oct 18, 2020",Kindle Edition,"Oct 04, 2019"
Public Relations,"Lee, Laura*",Invalid rating,117995654,1540131025,"2,785",3.85,79pp,None,"Oct 17, 2020","Oct 18, 2020","Oct 17, 2020",Kindle Edition,"Aug 01, 2019"
"Billionaire Bosshole
        (Bedding the Billionaire #1)","Lee, Laura*",Invalid rating,117995654,,"6,707",3.85,178pp,None,"Oct 16, 2020","Oct 16, 2020","Oct 16, 2020",ebook,"Jan 09, 2020"
"Love Always, Wild
        (For Him, #1)","Johnson, A.M.*",Invalid rating,117995654,,"4,676",4.13,402pp,None,"Oct 13, 2020","Oct 14, 2020","Oct 13, 2020",ebook,"Oct 08, 2020"
Bass-Ackwards,"Adderly, Eris*",Invalid rating,117995654,,"5,963",3.75,260pp,None,"Oct 11, 2020","Oct 11, 2020","Oct 11, 2020",Kindle Edition,"Apr 07, 2019"
Take a Number,"Daws, Amy*",Invalid rating,117995654,1944565337,"12,915",4.20,300pp,None,not set,"Nov 09, 2021","Oct 11, 2020",Paperback,"Oct 15, 2020"
"Her Rebel Heart
        (The Officers' Ex-Wives Club, #1)","Farrell, Jamie*",Invalid rating,117995654,,"2,562",4.35,555pp,None,"Oct 09, 2020","Oct 15, 2020","Oct 09, 2020",Kindle Edition,"Sep 11, 2019"
"Jock Blocked
        (Copper Valley Fireballs #1)","Grant, Pippa*",Invalid rating,117995654,,"10,762",4.25,332pp,None,"Oct 05, 2020","Oct 08, 2020","Oct 05, 2020",Kindle Edition,"May 19, 2020"
Master Baker,"Grant, Pippa*",Invalid rating,117995654,,"6,854",4.22,419pp,None,"Oct 04, 2020","Oct 05, 2020","Oct 04, 2020",ebook,"Jun 27, 2019"
Hot Heir,"Grant, Pippa*",Invalid rating,117995654,,"6,840",4.23,304pp,None,"Oct 02, 2020","Oct 04, 2020","Oct 02, 2020",ebook,"Aug 31, 2018"
"Liar, Liar, Hearts on Fire
        (Copper Valley Bro Code, #3)","Grant, Pippa*",Invalid rating,117995654,1940517834,"8,071",4.45,355pp,None,"Sep 28, 2020","Oct 02, 2020","Sep 28, 2020",Kindle Edition,"Mar 24, 2020"
"America's Geekheart
        (Copper Valley Bro Code #2)","Grant, Pippa*",Invalid rating,117995654,1940517516,"12,927",4.41,366pp,None,"Sep 25, 2020","Sep 28, 2020","Sep 25, 2020",Kindle Edition,"Mar 31, 2019"
"Covering the Quarterback
        (Emerald Summit University #2)","Thielman, Amber",Invalid rating,117995654,,239,3.80,350pp,None,"Sep 21, 2020","Sep 24, 2020","Sep 21, 2020",Kindle Edition,Jul 2020
"Flirting with the Frenemy
        (Copper Valley Bro Code, #1)","Grant, Pippa*",Invalid rating,117995654,1940517494,"17,159",4.21,272pp,None,"Sep 21, 2020","Sep 24, 2020","Sep 21, 2020",Kindle Edition,"Mar 01, 2019"
"Charming as Puck
        (The Copper Valley Thrusters, #4)","Grant, Pippa*",Invalid rating,117995654,,"9,100",4.36,360pp,None,not set,"Sep 21, 2020","Sep 21, 2020",ebook,"Feb 01, 2019"
"Beauty and the Beefcake
        (The Copper Valley Thrusters, #3)","Grant, Pippa*",Invalid rating,117995654,,"9,435",4.37,368pp,None,"Sep 15, 2020","Sep 16, 2020","Sep 15, 2020",ebook,"May 17, 2018"
"Royally Pucked
        (The Copper Valley Thrusters, #2)","Grant, Pippa*",Invalid rating,117995654,,"8,267",4.29,346pp,None,"Sep 13, 2020","Sep 15, 2020","Sep 13, 2020",ebook,"Apr 06, 2018"
"The Pilot & the Puck-Up
        (The Copper Valley Thrusters, #1)","Grant, Pippa*",Invalid rating,117995654,,"10,726",4.21,280pp,None,"Sep 12, 2020","Sep 13, 2020","Sep 12, 2020",ebook,"Feb 16, 2018"
"The Hero and the Hacktivist
        (Girl Band #4)","Grant, Pippa*",Invalid rating,117995654,,"9,030",4.20,286pp,None,"Sep 12, 2020","Sep 12, 2020","Sep 12, 2020",ebook,"Nov 09, 2018"
"Rockaway Bride
        (Girl Band #3)","Grant, Pippa*",Invalid rating,117995654,,"8,596",4.38,326pp,None,"Sep 11, 2020","Sep 12, 2020","Sep 11, 2020",ebook,"Jun 29, 2018"
"Her Maine Attraction
        (Pine Cove #1)","Gannon, Rebecca*",Invalid rating,117995654,,507,4.06,291pp,None,not set,not set,"Sep 11, 2020",Kindle Edition,Mar 2020
"Stud in the Stacks
        (Girl Band #2)","Grant, Pippa*",Invalid rating,117995654,,"9,718",4.28,274pp,None,"Sep 10, 2020","Sep 11, 2020","Sep 10, 2020",ebook,"Jan 05, 2018"
"Mister McHottie
        (Girl Band #1)","Grant, Pippa*",Invalid rating,117995654,,"13,678",4.06,182pp,None,"Sep 08, 2020","Sep 10, 2020","Sep 08, 2020",ebook,"Oct 30, 2017"
"Dark Russian Angel
        (Vancouver Mafia, #1)","Stone, Odette*",Invalid rating,117995654,1999053850,"11,652",3.98,342pp,None,"Sep 07, 2020","Sep 08, 2020","Sep 07, 2020",Kindle Edition,"Dec 08, 2019"
My Fake Fiancé,"Stone, Odette*",Invalid rating,117995654,,"3,800",4.44,373pp,None,"Sep 07, 2020","Sep 07, 2020","Sep 07, 2020",Kindle Edition,"Apr 18, 2019"
My Fiancé's Brother: Part 2,"Stone, Odette*",Invalid rating,117995654,,"4,915",4.29,318pp,None,"Sep 07, 2020","Sep 07, 2020","Sep 07, 2020",Kindle Edition,"Apr 18, 2019"
My Fiancé's Brother: Part 1,"Stone, Odette*",Invalid rating,117995654,,"4,975",4.13,316pp,None,"Sep 06, 2020","Sep 07, 2020","Sep 06, 2020",Kindle Edition,"Apr 18, 2019"
"The Penalty Box
        (Vancouver Wolves Hockey, #3)","Stone, Odette*",Invalid rating,117995654,,"31,870",4.04,348pp,None,"Sep 06, 2020","Sep 06, 2020","Sep 06, 2020",Kindle Edition,"Jul 21, 2019"
"Home Game
        (Vancouver Wolves Hockey, #2)","Stone, Odette*",Invalid rating,117995654,0995020086,"32,564",4.12,366pp,None,"Sep 05, 2020","Sep 05, 2020","Sep 05, 2020",Kindle Edition,"Apr 18, 2019"
"The Immortality Curse
        (Matt Kearns #3)","Beck, Greig*",Invalid rating,117995654,1760552259,713,4.24,274pp,None,not set,not set,"Sep 05, 2020",Kindle Edition,"Mar 28, 2017"
"Abyss
        (Cate Granger #2)","Beck, Greig*",Invalid rating,117995654,1760781207,920,4.20,319pp,None,not set,not set,"Sep 05, 2020",Kindle Edition,"Oct 05, 2018"
"From Hell
        (Alex Hunter, #8)","Beck, Greig*",Invalid rating,117995654,1760786985,902,4.25,298pp,None,not set,not set,"Sep 05, 2020",Kindle Edition,"Jul 30, 2019"
"Hammer of God
        (Alex Hunter #5.5)","Beck, Greig*",Invalid rating,117995654,1760301337,776,4.13,115pp,None,not set,not set,"Sep 05, 2020",Kindle Edition,"Sep 24, 2015"
"The First Bird
        (Matt Kearns, #1)","Beck, Greig*",Invalid rating,117995654,174334273X,991,4.08,442pp,None,not set,not set,"Sep 05, 2020",Paperback,"Nov 26, 2013"
The Fossil,"Beck, Greig*",Invalid rating,117995654,,815,3.74,134pp,None,not set,not set,"Sep 05, 2020",Kindle Edition,"Mar 04, 2019"
"Fathomless
        (Cate Granger, #1)","Beck, Greig*",Invalid rating,117995654,,"1,828",4.04,346pp,None,not set,not set,"Sep 05, 2020",Kindle Edition,"Sep 29, 2016"
"Gorgon
        (Alex Hunter, #5)","Beck, Greig*",Invalid rating,117995654,1486213006,"1,583",4.16,0pp,None,not set,not set,"Sep 05, 2020",MP3 CD,"Aug 15, 2014"
"Arcadian Genesis
        (Alex Hunter, #0.5)","Beck, Greig*",Invalid rating,117995654,1743340826,"1,107",4.11,108pp,None,not set,not set,"Sep 05, 2020",Kindle Edition,"Sep 01, 2012"
"The Void
        (Alex Hunter, #7)","Beck, Greig*",Invalid rating,117995654,1760559393,"1,139",4.23,401pp,None,not set,not set,"Sep 05, 2020",Kindle Edition,"Feb 13, 2018"
"The Lost World - ReEvolution
        (Primordia, #3)","Beck, Greig*",Invalid rating,117995654,,"1,404",4.33,231pp,None,not set,not set,"Sep 05, 2020",Kindle Edition,"Jan 15, 2019"
"Book of the Dead
        (Matt Kearns #2)","Beck, Greig*",Invalid rating,117995654,176008249X,"1,137",4.02,376pp,None,not set,not set,"Sep 05, 2020",Paperback,"Feb 15, 2015"
"Kraken Rising
        (Alex Hunter, #6)","Beck, Greig*",Invalid rating,117995654,1760301299,"1,428",4.29,449pp,None,not set,not set,"Sep 05, 2020",Kindle Edition,"Oct 22, 2015"
"Return to the Lost World
        (Primordia, #2)","Beck, Greig*",Invalid rating,117995654,,"1,662",4.34,249pp,None,not set,not set,"Sep 05, 2020",Kindle Edition,"May 14, 2018"
"Black Mountain
        (Alex Hunter, #4)","Beck, Greig*",Invalid rating,117995654,1742610862,"2,050",4.10,352pp,None,not set,not set,"Sep 05, 2020",Paperback,"Oct 01, 2012"
"This Green Hell
        (Alex Hunter, #3)","Beck, Greig*",Invalid rating,117995654,1405040491,"2,292",4.11,326pp,None,not set,not set,"Sep 05, 2020",Paperback,Apr 2011
The Siberian Incident,"Beck, Greig*",Invalid rating,117995654,,"2,061",3.93,293pp,None,not set,not set,"Sep 05, 2020",Kindle Edition,"Dec 06, 2019"
"Dark Rising
        (Alex Hunter, #2)","Beck, Greig*",Invalid rating,117995654,0312599803,"3,090",4.01,304pp,None,not set,not set,"Sep 05, 2020",Mass Market Paperback,"Aug 02, 2011"
"Beneath the Dark Ice
        (Alex Hunter, #1)","Beck, Greig*",Invalid rating,117995654,031259979X,"5,791",3.90,294pp,None,not set,not set,"Sep 05, 2020",Mass Market Paperback,"Aug 31, 2010"
"Kowalski's in Love
        (Sigma Force, #2.5)","Rollins, James*",Invalid rating,117995654,148809442X,"1,524",4.03,27pp,None,not set,not set,"Sep 05, 2020",Kindle Edition,"Dec 04, 2017"
"The Demon Crown
        (Sigma Force, #13)","Rollins, James*",Invalid rating,117995654,0062381733,"12,317",4.21,441pp,None,not set,not set,"Sep 05, 2020",Hardcover,"Dec 05, 2017"
"The Skeleton Key
        (Sigma Force, #6.5)","Rollins, James*",Invalid rating,117995654,0062113429,"8,658",4.14,48pp,None,not set,not set,"Sep 05, 2020",Kindle Edition,"May 31, 2011"
"The Seventh Plague
        (Sigma Force, #12)","Rollins, James*",Invalid rating,117995654,0062381687,"14,392",4.07,425pp,None,not set,not set,"Sep 05, 2020",Hardcover,"Dec 13, 2016"
"The Bone Labyrinth
        (Sigma Force, #11)","Rollins, James*",Invalid rating,117995654,0062381636,"16,778",4.16,688pp,None,not set,not set,"Sep 05, 2020",Unknown Binding,"Dec 15, 2015"
"The 6th Extinction
        (Sigma Force, #10)","Rollins, James*",Invalid rating,117995654,0062194925,"18,858",4.09,608pp,None,not set,not set,"Sep 05, 2020",ebook,"Aug 12, 2014"
Deep Fathom,"Rollins, James*",Invalid rating,117995654,0380818809,"19,288",4.09,450pp,None,not set,not set,"Sep 05, 2020",Mass Market Paperback,"Mar 01, 2007"
Altar of Eden,"Rollins, James*",Invalid rating,117995654,0061231428,"20,075",4.05,398pp,None,not set,not set,"Sep 05, 2020",Hardcover,"Dec 29, 2009"
"The Eye of God
        (Sigma Force, #9)","Rollins, James*",Invalid rating,117995654,006178480X,"21,166",4.13,410pp,None,not set,not set,"Sep 05, 2020",Hardcover,"Jun 25, 2013"
Excavation,"Rollins, James*",Invalid rating,117995654,038081093X,"20,875",4.05,416pp,None,not set,not set,"Sep 05, 2020",Mass Market Paperback,"Mar 01, 2007"
Ice Hunt,"Rollins, James*",Invalid rating,117995654,0060521600,"19,353",4.06,509pp,None,not set,not set,"Sep 05, 2020",Mass Market Paperback,"Mar 01, 2007"
"Bloodline
        (Sigma Force, #8)","Rollins, James*",Invalid rating,117995654,0061784796,"24,211",4.25,447pp,None,not set,not set,"Sep 05, 2020",Hardcover,"Jun 26, 2012"
Subterranean,"Rollins, James*",Invalid rating,117995654,0380792648,"27,174",4.02,410pp,None,not set,not set,"Sep 05, 2020",Mass Market Paperback,"Mar 01, 2007"
"The Devil Colony
        (Sigma Force, #7)","Rollins, James*",Invalid rating,117995654,0061784788,"27,688",4.19,480pp,None,not set,not set,"Sep 05, 2020",Hardcover,"Jun 21, 2011"
"The Doomsday Key
        (Sigma Force, #6)","Rollins, James*",Invalid rating,117995654,0061231401,"31,062",4.18,431pp,None,not set,not set,"Sep 05, 2020",Hardcover,"Jun 23, 2009"
"Black Order
        (Sigma Force, #3)","Rollins, James*",Invalid rating,117995654,,"36,697",4.16,448pp,None,not set,not set,"Sep 05, 2020",Paperback,"Dec 27, 2006"
"The Last Oracle
        (Sigma Force, #5)","Rollins, James*",Invalid rating,117995654,0061230944,"34,605",4.17,434pp,None,not set,not set,"Sep 05, 2020",Hardcover,"Jun 24, 2008"
"The Judas Strain
        (Sigma Force, #4)","Rollins, James*",Invalid rating,117995654,0060763892,"33,867",4.17,450pp,None,not set,not set,"Sep 05, 2020",Hardcover,"Jul 02, 2007"
Amazonia,"Rollins, James*",Invalid rating,117995654,0060002492,"34,707",4.15,510pp,None,not set,not set,"Sep 05, 2020",Mass Market Paperback,"Mar 01, 2002"
"Sandstorm
        (Sigma Force, #1)","Rollins, James*",Invalid rating,117995654,0060580674,"53,427",3.96,574pp,None,not set,not set,"Sep 05, 2020",Mass Market Paperback,"May 01, 2005"
"Map of Bones
        (Sigma Force, #2)","Rollins, James*",Invalid rating,117995654,0060765240,"62,427",4.08,523pp,None,not set,not set,"Sep 05, 2020",Mass Market Paperback,"Apr 25, 2006"
"The Rider
        (Galactic Football League Novellas, #4)","Sigler, Scott*",Invalid rating,117995654,1939366518,350,4.33,316pp,None,not set,not set,"Sep 05, 2020",Kindle Edition,"Aug 02, 2016"
"The Detective
        (Galactic Football League, #3.4)","Sigler, Scott*",Invalid rating,117995654,0983196397,529,4.35,unknown,None,not set,not set,"Sep 05, 2020",ebook,"Oct 23, 2012"
"The Reporter
        (Galactic Football League, #3.5)","Sigler, Scott*",Invalid rating,117995654,0983196370,631,4.29,250pp,None,not set,not set,"Sep 05, 2020",Kindle Edition,"Mar 21, 2012"
"Title Fight
        (Galactic Football League, #1.5)","Sigler, Scott*",Invalid rating,117995654,,867,4.32,107pp,None,not set,not set,"Sep 05, 2020",Audiobook,"Nov 30, 2009"
"The Champion
        (Galactic Football League, #5)","Sigler, Scott*",Invalid rating,117995654,193936650X,"1,360",4.56,625pp,None,not set,not set,"Sep 05, 2020",Hardcover,"Sep 30, 2014"
"The MVP
        (Galactic Football League, #4)","Sigler, Scott*",Invalid rating,117995654,0983196354,"1,737",4.49,538pp,None,not set,not set,"Sep 05, 2020",Hardcover,"Sep 04, 2012"
"The All-Pro
        (Galactic Football League, #3)","Sigler, Scott*",Invalid rating,117995654,0983196338,"2,064",4.45,554pp,None,not set,not set,"Sep 05, 2020",Hardcover,Sep 2011
"The Starter
        (Galactic Football League, #2)","Sigler, Scott*",Invalid rating,117995654,0615365426,"2,386",4.42,494pp,None,not set,not set,"Sep 05, 2020",Hardcover,Sep 2010
Nocturnal,"Sigler, Scott*",Invalid rating,117995654,,"8,061",4.08,1pp,None,not set,not set,"Sep 05, 2020",Podcast Novel,2007
"The Rookie
        (Galactic Football League, #1)","Sigler, Scott*",Invalid rating,117995654,,"3,768",4.27,456pp,None,not set,not set,"Sep 05, 2020",Podcast Novel,2007
"Earthcore
        (Sun Symbol, #1)","Sigler, Scott*",Invalid rating,117995654,1896944329,"7,529",4.06,320pp,None,not set,not set,"Sep 05, 2020",Paperback,"Oct 15, 2005"
Nocturnal,"Sigler, Scott*",Invalid rating,117995654,0307406342,"8,061",4.08,566pp,None,not set,not set,"Sep 05, 2020",Hardcover,"Apr 03, 2012"
"Pandemic
        (Infected, #3)","Sigler, Scott*",Invalid rating,117995654,0770436773,"5,720",4.23,592pp,None,not set,not set,"Sep 05, 2020",Kindle Edition,"Jan 21, 2014"
Ancestor,"Sigler, Scott*",Invalid rating,117995654,1896944736,"7,070",3.92,261pp,None,not set,not set,"Sep 05, 2020",Paperback,"Apr 01, 2010"
"Contagious
        (Infected, #2)","Sigler, Scott*",Invalid rating,117995654,0307406318,"11,352",4.13,438pp,None,not set,not set,"Sep 05, 2020",Hardcover,"Dec 30, 2008"
"Infected
        (Infected, #1)","Sigler, Scott*",Invalid rating,117995654,0307406105,"22,428",3.83,342pp,None,not set,not set,"Sep 05, 2020",Hardcover,"Apr 01, 2008"
The Best Friend Zone,"Snow, Nicole*",Invalid rating,117995654,,"6,291",4.35,438pp,None,"Sep 03, 2020not set","Sep 04, 2020not set","Sep 03, 2020",Kindle Edition,"Sep 02, 2020"
Breath of Fire,"Nolan, Kathryn*",Invalid rating,117995654,,628,3.75,68pp,None,"Aug 30, 2020","Aug 30, 2020","Aug 30, 2020",Kindle Edition,"Mar 01, 2019"
Bohemian,"Nolan, Kathryn*",Invalid rating,117995654,,"3,855",4.09,306pp,None,not set,not set,"Aug 30, 2020",Kindle Edition,May 2019
"Landslide
        (Big Sur Love, #2)","Nolan, Kathryn*",Invalid rating,117995654,1945631228,"1,766",4.07,348pp,None,"Aug 29, 2020","Aug 31, 2020","Aug 29, 2020",Kindle Edition,"May 11, 2018"
"Bohemian
        (Big Sur Love, #1)","Nolan, Kathryn*",Invalid rating,117995654,,"3,855",4.09,308pp,None,"Aug 29, 2020","Aug 30, 2020","Aug 29, 2020",Kindle Edition,"Sep 23, 2019"
Riptide,"Nolan, Kathryn*",Invalid rating,117995654,,913,4.37,302pp,None,"Aug 29, 2020","Aug 29, 2020","Aug 29, 2020",Kindle Edition,"Jun 22, 2020"
"In the Clear
        (Codex #3)","Nolan, Kathryn*",Invalid rating,117995654,,788,4.51,312pp,None,not set,"Aug 27, 2020","Aug 27, 2020",Kindle Edition,"Jul 31, 2020"
"Under the Rose
        (Codex, #2)","Nolan, Kathryn*",Invalid rating,117995654,,"1,044",4.26,376pp,None,"Aug 24, 2020","Aug 27, 2020","Aug 24, 2020",Kindle Edition,"Apr 03, 2020"
"Drive Me Wild
        (Bellamy Creek, #1)","Harlow, Melanie*",5,117995654,,"29,999",4.12,304pp,None,not set,"Jan 11, 2022","Aug 24, 2020",Paperback,"Aug 24, 2020"
"Behind the Veil
        (Codex, #1)","Nolan, Kathryn*",Invalid rating,117995654,1945631457,"1,629",4.14,398pp,None,"Aug 22, 2020","Aug 25, 2020","Aug 22, 2020",Kindle Edition,"Jun 21, 2019"
"Rough Country
        (Tannen Boys, #3)","Landish, Lauren*",Invalid rating,117995654,,"4,171",4.53,432pp,None,"Aug 23, 2020","Aug 24, 2020","Aug 11, 2020",Kindle Edition,"Aug 23, 2020"
"Riley Thorn and the Dead Guy Next Door
        (Riley Thorn, #1)","Score, Lucy*",Invalid rating,117995654,,"55,189",4.16,519pp,None,"Aug 27, 2020","Aug 29, 2020","Aug 10, 2020",ebook,"Aug 27, 2020"
"Real Fake Love
        (Copper Valley Fireballs #2)","Grant, Pippa*",Invalid rating,117995654,,"9,389",4.37,359pp,None,not set,"Oct 09, 2020","Aug 08, 2020",Kindle Edition,"Sep 03, 2020"
Heart of Hope,"Score, Lucy*",Invalid rating,117995654,,"26,784",4.12,226pp,None,"Aug 06, 2020","Aug 06, 2020","Aug 06, 2020",ebook,"Jul 23, 2018"
"Highest Bidder Collection
        (Highest Bidder, #1-4)","Landish, Lauren*",Invalid rating,117995654,,"9,680",3.89,900pp,None,"Jul 27, 2020","Jul 28, 2020","Jul 25, 2020",Kindle Edition,"Apr 12, 2020"
"Unraveling Him
        (The Bailey Brothers #3)","Kingsley, Claire*",5,117995654,,"20,572",4.42,460pp,Claire Kingsley you are an amazing magical sparkly unicorn!! Evan's story left me with all the feels and ALL. THE. GROUCHY. ALPHA. LOVE!!!! I truly diClaire Kingsley you are an amazing magical sparkly unicorn!! Evan's story left me with all the feels and ALL. THE. GROUCHY. ALPHA. LOVE!!!! I truly didn't think anything could top the Miles Family but the first three Bailey Books are FANTASTIC!! Thank you for your dedication to your fans and for making the stories damn perfect!!! I can't even bring myself to read the epilogue because I'm not ready for this to end!!!...more,"Aug 20, 2020","Aug 20, 2020","Jul 23, 2020",Paperback,"Aug 20, 2020"
"The Mistletoe Kisser
        (Blue Moon, #8)","Score, Lucy*",Invalid rating,117995654,,"17,659",4.42,311pp,None,"Dec 07, 2020","Dec 26, 2020","Jul 21, 2020",Kindle Edition,"Dec 03, 2020"
"The Christmas Fix
        (Fixer: King Siblings #2)","Score, Lucy*",Invalid rating,117995654,,"89,893",3.90,390pp,None,not set,"Aug 10, 2020","Jul 21, 2020",ebook,"Dec 01, 2017"
"Mr. Fixer Upper
        (Fixer: King Siblings #1)","Score, Lucy*",Invalid rating,117995654,,"49,340",4.07,402pp,None,"Aug 07, 2020","Aug 09, 2020","Jul 21, 2020",ebook,"Jul 06, 2017"
